manga_name,manga_synonym,manga_japanese,manga_english,manga_type,manga_volume,manga_chapters,manga_status,manga_published,manga_genre,manga_theme,manga_demographic,manga_serialization,manga_author,manga_score,manga_ranked,manga_popularity,manga_members,manga_favorites
Senryuu Shoujo,Senryuu Girl,川柳少女,,Manga,13,185,Finished,"Oct  19, 2016 to Apr  22, 2020","ComedyComedy,RomanceRomance","Love Status QuoLove Status Quo,SchoolSchool",ShounenShounen,Shounen Magazine (Weekly),"Igarashi, Masakuni(Story & Art)","8.011(scored by1000610,006 users)1indicates aweighted score.",#78222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#583,"34,412",633
Watashi no Shiawase na Kekkon,My Blissful Marriage,わたしの幸せな結婚,My Happy Marriage,Novel,Unknown,Unknown,Publishing,"Jan  15, 2019 to ?","DramaDrama,FantasyFantasy,RomanceRomance","Adult CastAdult Cast,HistoricalHistorical",,None,"Agitogi, Akumi(Story)",8.011(scored by911911 users)1indicates aweighted score.,#78322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3938,"6,265",130
Usuzumi no Hate,,ウスズミの果て,The Color of the End: Mission in the Apocalypse,Manga,Unknown,Unknown,Publishing,"Mar  15, 2022 to ?","AdventureAdventure,Sci-FiSci-Fi",,SeinenSeinen,Harta,"Iwamune, Haruo(Story & Art)","8.011(scored by27252,725 users)1indicates aweighted score.",#78422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1259,"17,707",214
The Top Dungeon Farmer,"Solo Farming in the Tower, Na Honja Tab-eseo Nongsa",나 혼자 탑에서 농사,The Top Dungeon Farmer,Manhwa,Unknown,Unknown,Publishing,"Apr  20, 2023 to ?",FantasyFantasy,,,Naver Webtoon,"sdcknight(Story),Lee, Hakyung(Art)","8.011(scored by31143,114 users)1indicates aweighted score.",#78522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2202,"10,877",138
Positively Yours,Agi-ga Saenggyeosseoyo,아기가 생겼어요,Positively Yours,Manhwa,8,82,Finished,"Jun  8, 2020 to Mar  14, 2022",RomanceRomance,Adult CastAdult Cast,,Naver Series,"Lee, Jung(Story),Kangki(Art)","8.001(scored by65406,540 users)1indicates aweighted score.",#78622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1796,"13,337",213
Aishiteru Game wo Owarasetai,"I Want to End the ""I Love You"" Game, I Want to End the Game That I Love, I Want to End the Game of Love.",愛してるゲームを終わらせたい,I Want to End This Love Game,Manga,Unknown,Unknown,Publishing,"Dec  24, 2021 to ?","ComedyComedy,RomanceRomance",SchoolSchool,,Sunday Webry,"Doumoto, Yuuki(Story & Art)","8.001(scored by88268,826 users)1indicates aweighted score.",#78722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#654,"31,476",656
Museru kurai no Ai wo Ageru,,むせるくらいの愛をあげる,Choking on Love,Manga,Unknown,Unknown,Publishing,"Oct  24, 2022 to ?",RomanceRomance,Adult CastAdult Cast,ShoujoShoujo,Dessert,"Iwashita, Keiko(Story & Art)","8.001(scored by32853,285 users)1indicates aweighted score.",#78822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1265,"17,609",344
Hoshikuzu Kazoku,,星屑家族,Stardust Family,Manga,2,10,Finished,"Apr  12, 2022 to Jan  12, 2023","DramaDrama,MysteryMystery",,SeinenSeinen,Comic Beam,"Poroyama, Aki(Story & Art)",8.001(scored by415415 users)1indicates aweighted score.,#78922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#18174,947,14
Bocchi the Rock! Gaiden: Hiroi Kikuri no Fukazake Nikki,Bocchi the Rock! Side Story: Hiroi Kikuri's Heavy Drinking Diary,ぼっち・ざ・ろっく!外伝 廣井きくりの深酒日記,Bocchi the Rock! Side Story: Kikuri Hiroi's Heavy-Drinking Diary,Manga,Unknown,Unknown,Publishing,"Jul  9, 2023 to ?",ComedyComedy,"Adult CastAdult Cast,CGDCTCGDCT,MusicMusic",,Comic Fuz,Kumichou(Story & Art),"8.001(scored by11771,177 users)1indicates aweighted score.",#79022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5423,"4,452",108
Uruwashi no Yoi no Tsuki,,うるわしの宵の月,In the Clear Moonlit Dusk,Manga,Unknown,Unknown,Publishing,"Jul  21, 2020 to ?",RomanceRomance,SchoolSchool,ShoujoShoujo,Dessert,"Yamamori, Mika(Story & Art)","8.001(scored by73707,370 users)1indicates aweighted score.",#79122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#602,"33,694",772
Itou Junji Jisen Kessakushuu,"Chuuko Record, Samuke, Fashion Model, Kubitsuri Kikyuu, Ayatsuri Yashiki, Gaka, Nagai Yume, Gosenzo-sama, Glyceride, Fashion Model: Norowareta Framing",伊藤潤二自選傑作集,Shiver: Junji Ito Selected Stories,Manga,1,10,Finished,"Nov  13, 1990 to Oct  7, 2015",HorrorHorror,,ShoujoShoujo,Halloween,"Itou, Junji(Story & Art)","8.001(scored by61126,112 users)1indicates aweighted score.",#79222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1920,"12,563",195
Unmei no Hito ni Deau Hanashi,You Are the One I Am Destined to Fall in Love.,運命の人に出会う話,How I Met My Soulmate,Manga,Unknown,Unknown,Publishing,"Apr  24, 2021 to ?",RomanceRomance,,ShoujoShoujo,Dessert,Anashin(Story & Art),"8.001(scored by32453,245 users)1indicates aweighted score.",#79322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1212,"18,277",334
Tokyo Ghoul,"Tokyo Kushu, Toukyou Kushu: Hibi, Toukyou Ghoul, Kuuhaku, Shuu, Void, Past",東京喰種トーキョーグール,Tokyo Ghoul,Light Novel,3,17,Finished,"Jul  19, 2013 to Dec  19, 2014","ActionAction,FantasyFantasy,HorrorHorror","PsychologicalPsychological,Urban FantasyUrban Fantasy",,None,"Ishida, Sui(Art),Towada, Shin(Story)","8.001(scored by55735,573 users)1indicates aweighted score.",#79422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1377,"16,314",424
Tokidoki,,刻どキ,Tokidoki,One-shot,Unknown,1,Finished,"Oct  20, 2016","DramaDrama,RomanceRomance",SchoolSchool,ShounenShounen,Jump GIGA,"Komi, Naoshi(Story & Art)","8.001(scored by3075830,758 users)1indicates aweighted score.",#79522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#378,"50,941",989
Ranma ½,,らんま½,Ranma 1/2,Manga,38,407,Finished,"Aug  5, 1987 to Feb  21, 1996","ActionAction,ComedyComedy,RomanceRomance,EcchiEcchi","HaremHarem,Martial ArtsMartial Arts,SchoolSchool",ShounenShounen,Shounen Sunday,"Takahashi, Rumiko(Story & Art)","8.001(scored by2739927,399 users)1indicates aweighted score.",#79622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#324,"57,784","3,239"
Sunadokei,"Suna-dokei, Sunadokei Dei Sanduhr",砂時計,Sand Chronicles,Manga,10,21,Finished,"Aug  23, 2003 to Aug  2006","Award WinningAward Winning,RomanceRomance",Love PolygonLove Polygon,ShoujoShoujo,Betsucomi,"Ashihara, Hinako(Story & Art)","8.001(scored by54135,413 users)1indicates aweighted score.",#79722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1278,"17,478",416
Detroit Metal City,,デトロイト・メタル・シティ,DMC: Detroit Metal City,Manga,10,114,Finished,"Apr  22, 2005 to Apr  23, 2010",ComedyComedy,"Gag HumorGag Humor,MusicMusic",SeinenSeinen,Young Animal,"Wakasugi, Kiminori(Story & Art)","8.001(scored by63016,301 users)1indicates aweighted score.",#79822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1361,"16,518",448
Toradora!,"Tiger X Dragon, Tora Dora",とらドラ!,Toradora!,Manga,Unknown,Unknown,Publishing,"Jul  27, 2007 to ?","DramaDrama,RomanceRomance","Love PolygonLove Polygon,SchoolSchool",,Dengeki Daioh,"Takemiya, Yuyuko(Story),Zekkyou(Art)","8.001(scored by1304513,045 users)1indicates aweighted score.",#79922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#480,"41,438","1,086"
"""Bungaku Shoujo"" Series","Literature Girl, Book Girl and the Suicidal Mime, Book Girl and the Famished Spirit",“文学少女”シリーズ,Book Girl,Light Novel,8,74,Finished,"Apr  28, 2006 to Aug  30, 2008","DramaDrama,MysteryMystery,RomanceRomance",,,None,"Nomura, Mizuki(Story),Takeoka, Miho(Art)","8.001(scored by15161,516 users)1indicates aweighted score.",#80022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3050,"8,120",196
Omoide Emanon,,おもいでエマノン,Emanon: Memories of Emanon,Manga,1,9,Finished,"Sep  19, 2006 to Jan  19, 2008",DramaDrama,,SeinenSeinen,Comic Ryu,"Tsuruta, Kenji(Art),Kajio, Shinji(Story)","8.001(scored by2940229,402 users)1indicates aweighted score.",#80122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#244,"71,424","2,434"
Voynich Hotel,,ヴォイニッチホテル,The Voynich Hotel,Manga,3,68,Finished,"Oct  17, 2006 to Mar  17, 2015","ComedyComedy,HorrorHorror,EcchiEcchi",,SeinenSeinen,Young Champion Retsu,"Dowman, Sayman(Story & Art)","7.991(scored by1382813,828 users)1indicates aweighted score.",#80222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#575,"34,965","1,410"
Steins;Gate: Onshuu no Brownian Motion,"Steins,Gate: Braunian Motion of Love and Hate",STEINS;GATE恩讐のブラウニアンモーション,,Manga,2,11,Finished,"Jul  30, 2010 to Apr  27, 2012","DramaDrama,Sci-FiSci-Fi",,SeinenSeinen,Famitsu Comic Clear,"Nitroplus(Story),Mizoguchi, Takeshi(Art)","7.991(scored by20362,036 users)1indicates aweighted score.",#80322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#4097,"6,010",76
Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Mougenroku, My Youth Romantic Comedy Is Wrong As I Expected. - Monologue",やはり俺の青春ラブコメはまちがっている。 -妄言録〈モノローグ〉-,,Manga,22,Unknown,Finished,"Sep  25, 2012 to Apr  25, 2023","ComedyComedy,RomanceRomance","Love PolygonLove Polygon,SchoolSchool",SeinenSeinen,Big Gangan,"Kazuki, Rechi(Art),Watari, Wataru(Story)","7.991(scored by29542,954 users)1indicates aweighted score.",#80422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2018,"11,913",120
Shuumatsu no Walküre,"Shuumatsu no Valkyrie, Valkyrie of the End",終末のワルキューレ,Record of Ragnarok,Manga,Unknown,Unknown,Publishing,"Nov  25, 2017 to ?","ActionAction,FantasyFantasy",MythologyMythology,SeinenSeinen,Comic Zenon,"Fukui, Takumi(Story),Umemura, Shinya(Story),Ajichika(Art)","7.991(scored by6319263,192 users)1indicates aweighted score.",#80522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#89,"150,843","5,721"
Sono Bisque Doll wa Koi wo Suru,"Sono Kisekae Ningyou wa Koi wo Suru, KiseKoi",その着せ替え人形〈ビスク・ドール〉は恋をする,My Dress-Up Darling,Manga,15,119,Finished,"Jan  19, 2018 to Mar  21, 2025",RomanceRomance,"Otaku CultureOtaku Culture,SchoolSchool",SeinenSeinen,Young Gangan,"Fukuda, Shinichi(Story & Art)","7.991(scored by8156081,560 users)1indicates aweighted score.",#80622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#52,"191,309","7,124"
Watashi no Shiawase na Kekkon,My Blissful Marriage,わたしの幸せな結婚,My Happy Marriage,Manga,Unknown,Unknown,Publishing,"Dec  20, 2018 to ?","DramaDrama,FantasyFantasy,RomanceRomance","Adult CastAdult Cast,HistoricalHistorical",,Gangan Online,"Kousaka, Rito(Art),Agitogi, Akumi(Story)","7.991(scored by50475,047 users)1indicates aweighted score.",#80722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#948,"22,640",378
King's Maker: Triple Crown,,킹스메이커 트리플 크라운,King's Maker: Triple Crown,Manhwa,10,Unknown,Finished,"May  31, 2019 to Nov  20, 2023","Boys LoveBoys Love,DramaDrama,FantasyFantasy",,,KakaoPage,"Haga(Story & Art),Kang, Ji-young(Story & Art)","7.991(scored by12191,219 users)1indicates aweighted score.",#80822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5358,"4,495",59
Tensei Oujo to Tensai Reijou no Mahou Kakumei,"Tensei Oujosama wa Mahou ni Akogare Tsuzuketeiru, The Magical Revolution of Reincarnation Princess and Genius Young Lady....",転生王女と天才令嬢の魔法革命,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,Light Novel,Unknown,Unknown,Publishing,"Jan  18, 2020 to ?","ComedyComedy,FantasyFantasy,Girls LoveGirls Love",,,None,"Karasu, Piero(Story),Kisaragi, Yuri(Art)",7.991(scored by940940 users)1indicates aweighted score.,#80922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5517,"4,363",129
Kagami no Kojou,The Solitary Castle in the Mirror,かがみの孤城,Lonely Castle in the Mirror,Novel,1,13,Finished,"May  11, 2017","DramaDrama,FantasyFantasy,MysteryMystery",,,None,"Tsujimura, Mizuki(Story)",7.991(scored by319319 users)1indicates aweighted score.,#81022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#10866,"1,928",13
Log-in Murim,"Murim Login, Login Murim",로그인 무림,Log-in Murim,Manhwa,Unknown,Unknown,Publishing,"May  1, 2020 to ?","ActionAction,AdventureAdventure,FantasyFantasy",Martial ArtsMartial Arts,,KakaoPage,"Zero-BIG(Story),Jang, Cheolbyeok(Art)","7.991(scored by60096,009 users)1indicates aweighted score.",#81122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1168,"18,874",194
Saiyuuki,Gensomaden Saiyuki,最遊記,Saiyuki,Manga,9,56,Finished,"Feb  18, 1997 to Jan  18, 2002","ActionAction,AdventureAdventure,DramaDrama,FantasyFantasy",,,GFantasy,"Minekura, Kazuya(Story & Art)","7.991(scored by66056,605 users)1indicates aweighted score.",#81222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1144,"19,159",823
MeruPuri: Märchen☆Prince,,めるぷり メルヘン☆プリンス,MeruPuri,Manga,4,22,Finished,Aug  2002 to Sep  2004,"ComedyComedy,FantasyFantasy,RomanceRomance",,ShoujoShoujo,LaLa,"Hino, Matsuri(Story & Art)","7.991(scored by1263112,631 users)1indicates aweighted score.",#81322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#852,"24,791",847
Code Geass: Hangyaku no Lelouch,,コードギアス 反逆のルルーシュ,Code Geass: Lelouch of the Rebellion,Light Novel,5,28,Finished,"Apr  28, 2007 to Mar  1, 2008","ActionAction,AdventureAdventure,DramaDrama,Sci-FiSci-Fi",MechaMecha,,The Sneaker,"Taniguchi, Gorou(Story),Ookouchi, Ichirou(Story),Kimura, Takahiro(Art),Iwasa, Mamoru(Story)","7.991(scored by14241,424 users)1indicates aweighted score.",#81422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#4720,"5,187",136
Kattobi Itto,,かっとび一斗,,Manga,46,165,Finished,1986 to  1999,"ComedyComedy,SportsSports",Team SportsTeam Sports,ShounenShounen,Shounen Jump (Monthly),"Monma, Motoki(Story & Art)",7.991(scored by493493 users)1indicates aweighted score.,#81522based on thetop mangapage. Please note that 'R18+' titles are excluded.,#10360,"2,049",29
Giant Killing,,GIANT KILLING,Giant Killing,Manga,Unknown,Unknown,Publishing,"Jan  11, 2007 to ?","Award WinningAward Winning,DramaDrama,SportsSports",Team SportsTeam Sports,SeinenSeinen,Morning,"Tsunamoto, Masaya(Story),Tsujitomo(Art)","7.991(scored by43954,395 users)1indicates aweighted score.",#81622based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1606,"14,581",347
Seitokai Yakuindomo,Seitokai Yakuin-domo,生徒会役員共,,Manga,22,Unknown,Finished,"May  19, 2007 to Nov  17, 2021",ComedyComedy,"Gag HumorGag Humor,SchoolSchool",ShounenShounen,Shounen Magazine (Weekly),"Ujiie, Tozen(Story & Art)","7.991(scored by65916,591 users)1indicates aweighted score.",#81722based on thetop mangapage. Please note that 'R18+' titles are excluded.,#842,"25,028",601
Noragami: Shuuishuu,"Noragami Extra, Noragami Bangai-hen, Noragami: Awase Kagami, Noragami: Clash of the Gods of Calamity, Noragami: Clash, O Ye Gods of Calamity, Noragami: Kurenai no Soba ni, Noragami Blu-ray Extras",ノラガミ 拾遺集,Noragami: Stray Stories,Manga,Unknown,13,Finished,"Oct  20, 2011 to Feb  19, 2016",FantasyFantasy,MythologyMythology,ShounenShounen,Monthly Shounen Magazine+,Adachitoka(Story & Art),"7.991(scored by31723,172 users)1indicates aweighted score.",#81822based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1921,"12,559",117
Colette wa Shinu Koto ni Shita,,コレットは死ぬことにした,Colette Decides to Die,Manga,20,129,Finished,"Nov  5, 2013 to Oct  5, 2021","FantasyFantasy,RomanceRomance",MythologyMythology,ShoujoShoujo,Hana to Yume,"Yukimura, Alto(Story & Art)","7.991(scored by30903,090 users)1indicates aweighted score.",#81922based on thetop mangapage. Please note that 'R18+' titles are excluded.,#1667,"14,102",256
Usemono Yado,,うせもの宿,,Manga,3,18,Finished,"Mar  27, 2014 to Oct  28, 2015",DramaDrama,,ShoujoShoujo,Flowers (Monthly),Hozumi(Story & Art),"7.991(scored by32513,251 users)1indicates aweighted score.",#82022based on thetop mangapage. Please note that 'R18+' titles are excluded.,#2260,"10,558",179
Tsubaki-chou Lonely Planet,,椿町ロンリープラネット,Tsubaki-chou Lonely Planet,Manga,14,85,Finished,"May  20, 2015 to Aug  20, 2019","DramaDrama,RomanceRomance",,ShoujoShoujo,Margaret,"Yamamori, Mika(Story & Art)","7.991(scored by1802618,026 users)1indicates aweighted score.",#82122based on thetop mangapage. Please note that 'R18+' titles are excluded.,#385,"49,892","1,421"
Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Kamen no Akuma ni Soudan wo!,Consulting With This Masked Devil!,この素晴らしい世界に祝福を！スピンオフ この仮面の悪魔に相談を！,,Light Novel,1,7,Finished,"Sep  25, 2015 to Dec  25, 2015","ComedyComedy,FantasyFantasy",,,The Sneaker Web,"Mishima, Kurone(Art),Akatsuki, Natsume(Story)","7.991(scored by14881,488 users)1indicates aweighted score.",#82222based on thetop mangapage. Please note that 'R18+' titles are excluded.,#5329,"4,517",24
Ao no Flag,,青のフラッグ,Blue Flag,Manga,8,54,Finished,"Feb  1, 2017 to Apr  8, 2020",RomanceRomance,SchoolSchool,ShounenShounen,Shounen Jump+,KAITO(Story & Art),"7.991(scored by3092530,925 users)1indicates aweighted score.",#82322based on thetop mangapage. Please note that 'R18+' titles are excluded.,#242,"72,599","3,837"
Maiko-san Chi no Makanai-san,"The caterer at the Maiko Manor, Kiyo in Kyoto: From the Maiko House, The Makanai: Cooking for the Maiko House",舞妓さんちのまかないさん,,Manga,30,327,Finished,"Dec  28, 2016 to Jan  22, 2025","Award WinningAward Winning,GourmetGourmet,Slice of LifeSlice of Life","IyashikeiIyashikei,Performing ArtsPerforming Arts",ShounenShounen,Shounen Sunday,"Koyama, Aiko(Story & Art)","7.991(scored by15821,582 users)1indicates aweighted score.",#82422based on thetop mangapage. Please note that 'R18+' titles are excluded.,#3150,"7,855",138
